Product ID,Price,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
7676,87.97,23.71,5.51,280,2,13.56,2.7,0.73
4220,24.18,43.75,23.02,627,4,8.02,9.34,1.94
3411,17.6,45.83,4.17,455,3,19.99,5.02,2.18
7192,42.87,32.56,23.47,583,4,17.25,8.34,1.29
4652,89.12,77.27,26.77,552,3,19.13,3.4,1.31
2060,81.64,85.72,8.91,385,2,13.57,8.6,1.67
9971,98.88,11.28,45.72,594,4,18.12,8.65,1.81
5531,87.21,94.73,14.33,429,2,15.19,5.9,1.93
5133,5.63,25.62,21.4,650,3,0.74,7.74,1.72
1991,34.33,5.79,4.26,410,3,7.84,2.56,1.06
1996,41.6,30.08,40.18,714,4,3.15,4.69,2.28
4984,32.98,59.85,28.84,648,1,1.26,7.83,2.47
8305,16.36,43.83,3.01,450,3,17.63,2.18,1.91
7214,60.78,53.33,49.47,814,3,19.16,3.24,1.54
3794,13.08,84.44,47.43,952,3,12.48,7.46,2.2
8816,24.73,58.62,3.61,545,3,17.19,3.48,0.6
8352,42.58,14.84,45.85,821,1,17.58,1.5,0.71
8346,16.16,49.29,22.04,618,1,9.8,2.65,2.14
1524,44.98,83.68,12.44,532,3,18.0,5.69,1.55
3637,56.4,10.06,12.09,412,2,11.33,4.69,0.69
8515,94.11,71.22,40.06,628,3,5.38,5.57,1.87
8449,43.19,15.23,22.36,544,4,1.03,3.85,1.06
5035,85.21,89.33,14.05,485,2,18.81,9.08,0.5
7091,96.78,59.98,44.32,610,2,9.27,9.58,2.34
6400,32.79,15.32,8.86,402,4,3.09,1.16,2.3
3986,41.98,81.16,36.77,801,4,9.94,1.6,1.24
9260,38.39,8.85,30.28,670,4,2.45,7.76,0.67
5326,27.27,16.98,1.67,365,4,16.6,7.66,1.87
6569,14.66,28.42,10.12,525,3,6.29,2.09,1.21
6098,79.99,11.23,17.87,393,4,6.13,4.9,1.35
1303,67.78,46.17,31.2,577,1,13.57,6.67,2.39
4381,21.75,40.38,10.55,483,3,18.08,3.41,2.42
4534,7.37,93.82,16.58,729,1,0.72,8.38,1.01
7934,38.78,19.65,40.69,772,1,3.44,8.23,0.67
5968,20.21,16.92,48.93,824,4,4.99,4.98,2.41
5176,31.31,58.63,46.08,916,2,5.31,9.53,0.85
1253,37.85,10.49,40.8,703,2,2.37,6.56,2.35
4090,15.9,98.23,25.46,759,2,12.19,4.97,1.95
1436,74.56,82.94,42.67,711,1,10.12,6.72,2.48
8139,16.12,13.88,45.29,867,2,3.95,9.86,1.29
8568,23.27,48.06,16.08,597,2,4.55,3.08,1.41
4259,23.08,66.87,0.63,460,4,6.36,7.64,1.4
1889,58.77,28.68,46.06,802,1,5.51,6.45,0.53
6036,79.62,43.15,26.31,466,3,1.42,3.27,2.28
2686,56.18,89.45,46.49,831,2,1.18,6.27,1.99
9881,35.26,32.27,19.84,528,4,15.49,8.04,2.31
9137,87.01,58.34,38.44,690,4,1.82,9.98,0.75
5409,73.14,62.77,49.28,761,4,18.7,5.56,1.85
3475,35.64,72.01,26.43,671,4,13.88,3.27,1.97
9913,69.66,48.74,6.59,335,3,0.25,9.1,2.19
7182,72.23,5.59,27.78,496,2,3.65,6.25,1.62
9012,31.37,29.12,39.48,773,4,10.07,3.29,1.59
5950,40.86,72.27,45.11,849,4,19.32,1.2,1.86
7496,42.06,78.39,32.51,718,2,18.29,8.85,2.21
9400,27.73,88.05,30.35,735,4,11.8,3.0,2.12
6330,24.26,32.27,9.7,518,4,8.88,4.42,0.8
8245,25.26,98.57,13.07,666,2,14.66,6.74,0.72
2232,32.52,9.65,24.73,594,2,8.35,4.66,0.97
2850,38.62,44.19,4.73,468,2,15.64,8.42,0.83
5516,94.63,79.83,17.04,485,3,11.07,9.13,0.66
7776,78.97,67.98,32.17,589,1,10.8,5.97,1.86
2284,70.67,27.17,3.64,261,1,17.15,2.92,1.99
5375,88.75,50.13,32.8,570,3,7.11,4.27,1.32
1963,20.08,87.38,17.95,715,4,9.52,1.98,0.71
6653,53.87,83.98,19.59,592,2,6.69,4.43,1.38
8534,13.6,35.57,0.98,466,4,4.2,6.46,1.22
3928,41.66,91.2,32.71,748,3,12.6,5.12,1.77
6650,63.59,95.89,14.9,579,1,3.0,6.16,0.64
5608,51.33,93.1,46.55,877,2,3.66,8.11,1.57
3000,32.66,88.79,27.92,781,2,10.47,5.5,0.53
2567,6.31,43.41,33.73,815,1,1.88,2.84,1.62
6811,67.38,96.21,29.86,699,3,17.24,1.4,0.56
9569,64.91,47.3,33.07,622,4,18.95,1.99,1.66
4899,90.06,16.1,26.1,460,1,16.33,7.91,1.28
2997,37.75,66.67,31.88,756,1,2.44,2.31,0.84
3933,6.82,96.01,47.22,1045,1,19.19,7.85,1.07
7728,62.61,46.0,9.46,393,2,5.3,1.88,1.75
4286,55.61,75.71,37.37,690,3,16.31,2.64,2.43
9057,82.22,78.35,15.25,407,1,3.06,7.93,2.31
1891,24.32,19.36,17.38,565,2,8.06,8.55,1.25
7340,26.45,92.51,11.36,543,2,12.78,6.7,2.48
2946,10.46,99.89,7.59,622,1,1.47,9.42,1.89
3095,83.97,71.03,2.17,294,3,2.56,6.53,1.49
4939,90.47,65.36,26.93,508,2,7.3,5.64,1.94
6756,36.0,90.35,3.49,451,1,14.04,5.22,2.14
8675,75.3,43.63,20.26,406,3,17.59,3.86,2.49
5820,18.21,75.16,0.6,469,2,18.42,4.74,1.91
4135,94.0,29.71,16.37,357,4,1.28,3.77,1.51
2658,81.05,18.49,9.04,355,1,17.14,6.24,0.58
1196,24.61,94.13,14.05,622,4,18.21,3.83,2.02
9510,97.16,38.24,22.87,488,4,11.92,6.67,0.71
2668,66.31,63.99,37.65,717,1,10.44,4.06,1.18
9426,57.5,60.65,35.26,685,4,18.96,8.99,1.58
5142,80.57,55.32,23.24,461,4,0.41,4.47,2.33
4911,33.65,23.46,24.02,630,1,8.42,5.8,0.82
6326,74.01,63.3,22.69,494,4,0.81,7.43,2.3
5781,85.98,66.39,10.93,330,3,2.52,9.2,2.15
9248,98.49,57.65,3.55,291,4,2.83,5.55,1.17
7434,38.83,13.2,43.34,784,4,1.51,9.28,1.22
8118,58.27,81.6,35.11,662,4,3.81,1.45,2.38
5586,20.46,65.76,48.01,892,4,8.04,9.19,2.35
2643,88.17,58.4,44.66,705,1,3.02,9.67,1.44
6547,63.68,94.08,22.11,597,4,8.69,2.4,1.71
7310,98.86,53.78,46.13,610,3,12.99,1.64,2.44
2386,56.21,32.64,31.49,607,3,13.51,6.09,1.89
6914,98.7,51.67,9.13,284,1,13.87,4.83,1.38
1198,26.17,61.58,38.41,869,3,13.24,4.41,0.56
1293,54.33,6.08,14.95,481,3,17.17,7.95,0.51
2148,20.93,63.9,31.3,792,4,4.24,4.68,0.97
1863,52.59,22.55,35.83,624,3,4.41,1.85,1.9
8115,15.37,82.37,39.72,851,3,16.02,3.83,2.49
8055,9.25,61.13,15.51,652,2,16.02,1.69,1.2
7897,79.34,75.56,12.99,407,4,0.42,7.57,2.09
7353,51.73,69.3,23.21,644,4,16.99,6.11,0.56
6372,90.07,96.38,35.44,648,2,1.86,3.87,1.45
5642,5.28,62.07,14.65,651,4,16.3,2.26,1.05
8165,91.56,37.94,13.6,368,3,0.46,4.44,1.02
2600,7.63,14.55,33.48,782,3,16.53,1.89,0.99
4277,31.25,54.64,22.15,633,1,18.61,1.38,1.28
7075,50.28,87.7,33.49,777,1,17.65,8.8,0.8
2262,32.49,5.07,13.61,462,3,14.28,8.61,1.89
4710,99.88,62.23,24.44,421,2,12.91,6.58,2.29
7822,95.62,24.78,15.19,326,4,10.12,6.14,1.56
4102,95.04,46.2,24.45,457,3,0.43,8.29,1.48
8647,63.93,68.87,18.17,485,1,2.47,4.71,1.92
8958,29.99,21.89,0.58,409,3,14.78,8.23,1.19
6248,8.55,93.05,37.97,866,1,4.12,5.47,2.44
8172,94.06,34.16,0.16,248,2,11.31,8.68,0.58
4105,27.8,26.11,30.37,693,2,4.52,5.77,1.48
5612,89.49,29.83,3.97,274,1,19.24,4.32,0.81
3799,61.1,90.36,8.59,474,4,19.45,6.18,1.4
5010,41.56,33.24,11.19,496,2,11.7,9.79,0.86
1306,65.49,65.85,43.87,730,3,9.86,4.19,1.93
8931,64.23,27.58,42.58,674,2,5.58,7.44,1.94
8510,16.53,8.52,9.28,464,1,2.42,6.76,1.71
4046,39.18,55.43,39.79,794,1,6.68,6.62,1.29
4238,7.17,79.71,38.2,904,4,10.41,2.95,1.25
7701,27.76,17.42,7.78,487,3,1.58,5.01,0.89
6969,51.23,27.87,37.89,743,4,16.12,1.75,0.8
1907,29.3,41.59,45.25,858,3,9.15,6.06,1.56
7092,64.86,92.76,9.87,491,4,5.77,5.64,1.29
5931,59.86,44.26,48.86,829,3,12.77,2.21,0.85
5248,55.71,25.44,26.17,591,2,13.63,8.06,0.7
2101,70.56,74.38,10.38,443,4,2.47,4.52,1.04
6292,53.7,50.77,20.23,586,2,15.91,8.77,0.74
1384,36.19,13.38,38.23,717,2,12.45,5.45,1.58
7028,27.48,18.62,39.93,809,1,13.29,7.35,0.7
8959,15.27,34.86,33.28,819,1,8.87,4.39,0.66
5538,80.49,23.32,5.62,297,2,0.63,9.64,1.13
4837,7.55,54.98,20.06,663,4,4.33,8.14,1.78
3305,56.56,40.95,37.41,672,2,2.27,8.31,1.74
1914,17.26,26.39,44.88,915,4,16.63,2.29,0.56
4376,71.06,46.33,25.93,511,1,6.51,3.99,2.29
8974,56.07,43.21,39.62,761,4,14.66,4.21,0.73
6034,6.71,84.4,8.74,667,4,17.86,2.63,0.9
2239,54.83,59.31,48.84,873,3,1.69,5.16,1.12
1795,14.15,81.61,41.42,947,4,3.62,7.32,1.02
1016,94.54,91.0,26.7,548,3,12.44,1.14,1.25
3730,84.4,68.7,34.42,650,4,18.05,3.89,0.6
3048,11.45,7.32,37.44,722,4,8.76,3.21,2.5
8417,60.23,24.56,48.99,791,3,9.23,3.0,1.24
4494,72.7,74.6,48.6,817,3,7.4,6.79,1.61
6096,57.23,18.01,49.22,802,2,14.01,3.78,0.98
7481,92.01,91.88,41.85,711,4,13.54,7.39,1.6
7853,13.22,57.56,36.74,849,4,3.41,9.17,1.25
7793,62.36,9.1,32.32,584,1,14.02,6.78,1.43
5036,46.92,85.0,33.65,742,3,18.97,6.42,1.77
7148,74.05,89.22,30.98,650,2,11.68,1.03,1.02
6545,6.65,83.83,26.99,820,4,4.18,6.84,1.02
7664,77.54,25.85,4.76,288,2,5.86,1.67,1.5
9911,9.11,80.27,11.16,586,4,16.62,9.82,2.42
7416,55.45,62.66,11.01,478,3,4.55,5.08,0.94
5855,6.74,40.84,20.37,690,4,12.43,2.71,0.6
2259,95.58,46.05,43.63,615,2,17.41,2.27,1.98
5185,82.05,48.68,34.11,617,3,4.96,1.62,1.0
8555,81.74,43.49,27.56,470,3,4.02,4.58,2.33
6593,6.64,10.4,23.19,644,4,7.82,7.22,1.7
3949,78.79,33.67,47.6,730,4,6.54,8.36,1.3
6280,90.61,82.89,30.22,597,3,19.14,1.85,1.28
2984,65.11,47.95,26.89,584,3,13.06,3.2,0.74
6473,86.67,39.56,0.18,246,3,18.89,6.54,0.82
2477,68.4,18.05,43.47,693,1,7.0,4.63,1.2
2590,85.75,94.34,12.62,410,2,4.95,3.33,2.12
3783,18.88,69.83,15.91,686,2,6.12,2.15,0.51
4101,52.75,51.84,35.29,672,2,19.6,3.37,2.1
8370,46.62,16.11,40.99,687,4,10.33,9.21,2.06
6977,13.97,91.26,31.64,864,2,10.78,7.9,0.87
5699,47.96,16.08,30.43,639,2,3.85,4.64,0.76
3762,57.52,73.48,16.75,500,1,7.94,5.42,2.24
9017,63.99,93.4,25.61,655,2,1.02,7.9,0.8
9689,87.34,85.48,16.97,442,1,5.79,5.36,2.04
2005,9.77,42.16,19.32,700,1,11.16,7.25,0.57
7284,9.49,15.44,15.37,561,1,2.47,8.78,1.73
6613,93.2,80.64,39.16,657,3,5.69,5.94,1.37
2238,98.11,8.09,17.63,267,2,10.74,7.05,2.26
5593,41.86,85.08,30.59,714,4,10.15,9.09,1.74
7054,92.29,56.04,15.93,417,4,15.73,4.63,0.91
9699,94.31,99.89,46.58,712,2,12.26,9.3,1.93
7389,36.87,66.43,20.54,569,3,6.12,1.63,2.45
2749,67.83,88.92,7.67,422,2,19.3,6.52,1.87
4247,93.81,10.12,17.82,391,1,9.6,7.34,0.52
4840,83.05,62.65,26.43,540,1,15.38,9.15,1.27
3193,79.04,13.06,20.8,435,1,4.95,3.35,1.1
2954,24.31,41.08,26.72,709,3,12.83,7.37,0.81
9858,44.26,74.48,11.52,506,1,11.22,6.84,1.78
8436,82.13,30.81,2.15,218,2,6.47,7.24,2.37
6780,31.46,47.68,24.25,681,4,2.19,8.17,0.95
1828,93.58,72.84,9.08,381,4,14.37,1.49,0.86
1202,34.24,72.77,10.1,528,1,16.57,5.02,1.49
4356,33.91,22.18,19.5,565,2,3.81,6.69,1.38
3709,26.04,92.93,8.15,541,4,6.87,2.38,1.69
6565,87.1,6.75,47.54,608,2,1.33,7.02,2.27
3712,36.33,77.42,20.12,602,4,12.28,5.18,2.24
9448,97.71,16.7,10.14,220,1,18.08,9.79,2.4
9141,69.51,59.34,34.78,650,3,19.24,9.11,1.69
1813,8.23,44.73,3.76,545,2,5.02,2.53,0.75
7426,53.85,75.35,12.28,447,4,17.44,6.34,2.49
8274,16.58,11.94,33.17,755,1,2.48,9.22,1.0
9964,58.53,31.78,44.8,686,2,4.68,1.19,2.49
1449,94.76,75.07,3.75,274,4,0.0,7.21,1.66
3008,30.82,73.8,38.37,859,2,11.3,4.17,0.86
6077,8.22,84.27,15.07,660,2,3.83,6.78,1.88
3949,22.11,65.2,0.96,422,4,14.98,7.76,2.01
6862,70.84,29.62,49.09,728,4,12.63,5.86,1.97
9720,55.8,31.27,3.86,301,3,0.5,3.04,2.49
7852,51.39,58.3,25.92,647,2,4.0,1.19,0.89
4581,45.95,74.41,35.12,776,1,0.65,4.65,1.45
5723,94.41,96.07,20.23,435,2,6.69,7.29,2.42
6127,87.88,50.39,42.8,680,2,18.34,8.89,1.11
4655,5.27,27.31,18.61,669,1,15.22,8.93,0.75
9670,92.16,7.09,6.5,180,2,16.36,6.96,2.36
7791,14.25,52.15,43.17,855,2,12.28,2.84,2.16
7840,30.39,73.94,45.65,904,4,14.06,8.89,1.16
3865,53.04,33.67,0.35,357,2,15.66,7.14,0.64
3315,93.68,6.27,23.59,409,1,16.39,4.37,1.07
9770,49.39,71.58,21.76,593,1,8.88,9.06,1.91
7768,49.98,28.51,25.51,635,1,1.7,1.86,0.68
7703,58.78,58.92,15.36,520,4,5.48,7.7,1.17
8560,38.09,84.38,6.48,509,2,0.73,6.11,1.19
7056,23.88,17.11,16.18,580,2,3.51,9.93,0.57
8072,19.01,54.5,19.51,635,4,14.87,1.66,1.65
3254,52.64,15.78,48.26,797,3,17.48,5.21,1.38
2672,91.39,39.76,26.98,523,1,18.56,9.89,0.61
6397,74.38,55.56,20.33,482,3,8.15,6.59,1.36
5862,59.25,85.1,16.53,500,1,10.87,7.54,2.2
7645,39.71,24.66,29.95,692,3,17.18,4.65,0.64
6727,7.5,45.94,21.82,710,1,13.0,2.22,1.22
7976,60.05,8.53,0.47,287,2,17.88,5.01,0.96
5602,10.42,35.03,27.32,740,2,4.08,9.83,1.22
5864,96.49,12.1,48.08,640,1,4.0,5.89,0.92
8756,95.89,14.23,0.98,185,3,12.79,4.53,1.18
2512,78.13,32.6,19.5,486,1,9.43,7.08,0.63
9716,72.1,97.16,17.43,554,2,6.57,8.78,0.82
8842,86.33,69.69,36.07,657,3,7.31,1.14,0.8
7245,59.44,69.28,13.82,502,4,7.82,1.96,0.86
7677,86.16,15.19,14.68,394,4,17.16,1.51,0.66
2498,78.05,91.46,9.24,410,4,16.57,1.05,1.55
1098,5.72,72.07,18.65,723,4,19.82,1.85,1.13
6687,97.01,6.75,1.1,158,4,9.95,1.44,1.55
1840,13.07,23.9,46.13,946,1,19.01,4.7,0.54
2522,62.65,14.86,3.98,275,3,1.07,4.97,1.95
4394,40.95,74.87,19.9,587,4,7.6,9.01,1.91
9122,57.38,92.05,23.7,659,3,6.13,3.76,0.91
6008,11.97,95.64,0.98,570,4,12.47,4.73,1.19
7954,84.52,17.98,25.23,467,4,0.72,5.82,1.14
4663,90.25,14.81,47.07,660,2,0.48,3.87,1.05
3453,76.59,65.41,5.27,374,3,5.14,6.24,0.63
4515,78.96,9.38,29.27,441,3,9.89,1.54,2.32
1288,20.19,26.9,12.48,510,2,16.41,3.31,2.06
3004,59.81,31.54,24.18,556,4,0.68,1.43,0.99
2380,20.22,6.25,30.9,710,4,11.23,3.27,0.83
9305,91.05,61.29,28.47,489,1,5.65,8.85,2.14
8726,25.97,79.96,1.68,533,2,8.21,5.76,0.53
9583,36.86,37.7,3.62,396,1,13.25,3.85,1.66
3664,77.2,63.67,33.73,589,2,0.27,1.14,2.18
8696,5.18,35.53,29.77,749,2,17.86,2.38,1.98
1634,36.63,90.44,35.9,856,4,16.21,1.72,0.88
3288,17.8,74.92,16.46,650,3,14.05,8.74,1.13
9548,80.18,20.27,37.86,616,4,14.52,1.2,1.1
2211,42.74,59.76,3.98,424,1,8.03,9.77,1.38
1784,30.48,16.89,18.24,533,4,12.26,5.8,1.61
3105,70.72,61.59,46.69,790,3,14.38,7.0,1.19
8177,21.42,32.12,38.75,755,1,12.1,4.99,2.27
3980,42.22,99.3,10.78,602,2,8.19,4.58,0.59
2901,54.32,88.13,42.91,842,3,11.79,5.48,1.25
2595,9.49,17.52,43.0,887,1,17.81,6.69,0.87
2715,29.81,7.46,47.66,784,2,9.12,7.47,2.15
4020,84.83,10.36,11.35,333,2,10.67,6.3,0.7
9436,57.07,36.87,20.21,510,2,12.87,1.21,1.22
1317,34.02,25.2,8.9,463,3,18.52,1.33,1.05
3760,9.28,28.57,26.42,687,3,11.84,7.16,2.22
5729,77.1,24.82,14.81,353,1,14.11,2.25,1.85
8885,64.11,94.52,27.58,611,4,0.26,1.78,2.04
2233,16.75,73.21,48.25,952,3,12.56,8.73,1.86
5615,25.73,95.87,34.13,853,3,12.19,4.59,1.06
5459,33.79,10.81,35.1,642,1,2.58,1.87,2.42
2268,42.2,82.02,34.58,733,2,17.61,9.51,2.46
1415,7.4,31.91,14.21,624,1,17.76,3.18,0.98
6457,67.09,63.66,30.8,597,3,12.42,2.5,1.99
9046,61.07,48.25,48.72,761,3,13.79,5.4,2.21
3748,38.62,61.86,23.39,630,4,19.9,9.83,1.5
3005,88.14,53.42,41.12,666,2,16.89,6.1,1.39
6913,61.51,46.42,42.96,706,4,17.46,6.11,2.11
1285,66.05,22.36,19.69,396,2,8.91,7.74,2.35
3409,81.3,28.18,43.6,686,2,9.33,8.16,0.95
8292,87.13,11.89,17.97,332,1,9.98,2.08,1.76
3286,75.42,33.05,46.41,771,3,1.58,9.89,0.75
1440,22.08,52.29,46.2,855,1,11.26,9.56,2.18
9932,19.55,18.09,22.04,649,2,8.63,1.39,0.75
8077,64.18,26.01,41.05,705,2,19.83,3.39,1.08
4002,62.18,34.49,13.2,466,1,10.82,3.67,0.55
3315,10.12,68.89,25.97,794,1,8.14,9.02,0.71
5742,51.33,84.0,22.21,574,1,19.08,6.03,2.47
3331,33.57,40.13,18.34,592,3,11.6,3.92,1.32
5123,61.4,47.68,41.29,704,4,8.14,3.79,2.07
4328,79.68,97.23,47.77,829,1,8.0,9.35,1.4
2147,35.53,26.34,24.73,592,1,12.64,7.0,1.54
3541,48.8,15.02,2.07,296,4,1.08,6.8,2.07
4977,44.41,93.45,7.86,476,1,15.33,8.64,2.22
9087,17.25,97.15,36.86,896,2,2.27,7.0,1.4
8839,90.36,36.18,38.57,599,2,10.16,1.28,1.67
5355,18.25,41.69,2.95,456,1,0.56,8.27,1.58
5669,88.47,73.48,44.45,732,3,6.49,5.31,1.05
2509,69.49,49.83,44.25,696,2,2.62,6.08,2.35
3881,9.61,39.04,7.42,553,1,14.1,2.8,0.65
2822,9.72,99.31,8.47,582,3,12.51,7.85,2.39
4335,19.81,67.05,11.91,628,3,13.6,3.68,0.6
8969,54.6,53.96,7.0,426,1,2.22,6.22,1.02
8613,90.92,19.15,10.24,285,1,6.34,8.16,1.66
7509,79.36,86.06,10.17,418,4,12.85,3.19,1.28
1072,96.23,54.93,8.59,298,1,10.11,7.65,1.59
5377,59.0,27.24,17.47,490,2,17.79,3.93,1.01
7504,82.63,96.07,15.84,514,4,14.17,1.38,1.08
4481,73.75,48.59,44.09,746,4,1.66,6.46,0.91
2598,29.51,61.63,4.19,442,1,11.13,5.33,2.26
3032,16.46,77.6,37.91,918,2,0.66,9.46,0.7
9676,29.11,27.15,8.56,478,2,10.13,9.39,1.24
3815,94.38,79.21,48.25,751,3,0.59,3.91,1.12
6560,93.43,49.1,33.63,552,4,0.48,4.09,1.26
9679,26.2,55.91,30.03,734,4,13.87,8.83,1.45
8881,51.17,59.76,16.29,474,1,19.71,6.56,2.39
4477,27.58,17.35,5.71,403,2,14.88,8.84,2.12
6563,13.01,53.67,36.63,838,4,19.97,2.11,1.54
5394,21.07,65.77,45.38,892,3,18.89,6.91,1.89
2569,17.26,91.9,22.68,703,3,5.8,4.03,1.96
1446,36.83,57.01,15.37,540,2,0.36,5.36,1.87
1412,65.95,91.35,25.09,609,3,14.32,9.08,1.41
4479,49.13,23.51,7.87,407,4,16.72,4.68,1.02
1877,22.28,22.84,20.25,590,2,18.7,2.58,1.39
5465,85.29,40.69,34.68,594,1,4.03,4.42,1.13
5133,27.49,68.69,43.23,878,3,7.72,8.22,1.72
9392,97.83,52.12,43.4,675,3,10.69,2.29,0.86
5148,85.07,8.06,14.37,320,3,1.54,5.98,1.52
6829,90.3,91.93,19.24,427,3,17.29,3.68,2.34
2119,18.97,8.2,4.99,399,2,4.19,5.66,2.22
4246,83.94,6.29,34.4,561,3,6.2,8.53,0.65
7838,68.29,58.32,17.13,501,1,17.07,6.18,1.08
9427,80.99,50.27,46.03,721,2,11.81,9.72,1.35
8824,29.47,8.41,34.37,723,4,0.91,7.42,1.05
2989,64.83,31.26,2.67,319,4,6.31,1.92,1.17
4041,9.15,97.04,22.53,737,1,0.1,3.77,2.1
5640,39.56,37.86,27.79,603,2,13.18,3.83,2.35
4755,39.47,84.5,8.93,576,1,17.58,6.01,0.84
4259,82.22,13.17,47.95,717,1,7.32,5.38,0.87
5559,44.37,13.43,2.62,361,4,9.75,5.17,1.02
9802,71.15,22.44,10.04,361,1,15.44,3.48,1.18
2684,54.39,72.94,3.95,367,2,12.86,8.21,2.25
6607,60.0,33.66,39.74,665,1,11.83,7.15,1.86
1631,82.19,31.68,36.14,598,1,12.17,4.45,1.17
6539,43.65,40.33,17.75,509,1,6.6,3.06,1.79
7414,80.44,98.63,29.7,632,4,6.32,5.71,1.55
4081,12.86,56.42,37.98,883,1,1.26,8.16,0.63
7014,82.22,31.6,31.87,573,4,7.88,5.73,1.19
4934,16.77,90.9,2.43,572,1,13.02,1.03,0.9
9770,55.38,80.05,41.41,811,2,5.8,9.87,1.13
4883,60.03,92.29,17.38,593,2,12.28,4.63,0.78
5787,84.35,84.23,27.46,597,1,14.24,3.87,0.9
6828,20.67,89.33,25.55,710,1,15.3,2.18,2.39
6651,31.98,40.52,8.18,509,3,17.92,8.44,0.97
4457,36.7,93.51,32.87,755,1,7.01,4.12,1.92
8794,27.63,86.04,33.28,791,4,4.49,2.91,1.44
2682,74.9,87.78,3.08,332,2,10.85,6.42,2.25
4827,60.86,27.34,7.57,368,2,13.17,1.97,1.37
2510,21.19,56.96,45.48,919,2,16.73,9.98,0.91
9732,22.95,46.34,42.73,835,2,15.17,7.01,1.7
9228,46.12,54.56,0.43,350,4,7.26,9.97,1.77
1531,71.67,10.64,3.48,274,1,17.12,6.44,1.08
9820,91.84,72.19,37.54,631,1,15.36,2.94,1.46
1992,93.26,10.87,28.39,431,4,1.63,4.08,1.72
7626,94.2,77.09,9.72,341,1,16.43,9.55,1.64
2773,23.68,5.26,46.19,845,4,14.19,4.03,0.91
3890,19.79,36.26,49.51,955,4,13.79,5.93,0.64
2663,23.11,52.64,26.89,674,2,15.24,9.5,2.12
1723,43.75,9.29,28.76,557,1,4.56,7.21,2.2
9853,11.71,91.34,34.34,839,3,14.97,5.95,2.34
8247,28.18,21.78,0.67,428,2,8.16,4.58,0.62
4137,50.1,38.7,27.98,598,2,18.29,9.97,1.47
8487,6.95,58.22,14.35,644,1,17.19,1.03,1.42
7369,38.28,12.88,1.13,396,3,4.36,3.79,0.51
6824,48.47,23.14,18.8,546,3,6.27,8.26,0.53
9781,24.41,84.83,32.04,779,4,6.39,5.07,1.59
2715,19.86,50.94,12.91,571,3,13.58,7.36,1.49
8319,51.96,81.7,23.12,582,4,6.2,4.75,2.3
8662,17.14,40.48,33.24,787,4,6.54,1.55,0.85
5283,17.21,75.35,30.27,804,4,1.11,8.01,0.91
6292,80.84,29.47,3.48,228,1,1.34,1.62,2.15
3025,76.83,18.57,22.61,438,4,14.04,3.26,1.66
7057,45.29,18.43,43.59,723,4,14.25,6.66,2.01
1906,55.13,71.85,47.61,799,2,12.72,9.59,2.36
4931,66.67,61.35,24.73,581,4,15.65,7.04,0.94
7403,85.91,83.14,7.7,376,3,9.31,1.49,1.26
2113,98.81,66.13,29.34,483,1,17.12,3.6,2.35
9266,70.03,91.44,12.94,463,3,18.12,8.98,1.79
2522,44.85,34.31,22.85,588,2,0.05,1.27,0.8
3910,94.86,37.8,35.48,593,1,14.01,6.01,0.57
3241,88.01,67.45,17.4,423,4,9.41,1.37,1.53
8904,58.37,67.0,8.58,479,1,3.92,7.0,0.69
5804,95.04,91.02,45.61,706,1,9.9,8.99,2.09
2460,34.53,6.03,8.68,356,4,11.17,6.41,2.39
6024,30.32,22.14,9.2,466,4,19.17,8.75,1.51
5179,66.32,74.25,37.33,679,1,8.82,4.88,1.91
7896,64.59,9.08,30.75,601,2,12.72,8.71,0.83
9365,77.22,57.0,39.48,686,1,10.44,1.85,1.24
1862,71.54,30.34,0.4,210,3,16.7,9.63,2.23
8958,28.78,32.02,13.85,473,3,18.88,9.65,2.31
2228,9.05,94.8,1.69,607,4,0.33,7.69,0.56
6054,45.8,50.48,24.32,569,2,4.02,7.69,2.17
8778,57.1,87.46,41.64,754,1,13.61,8.82,2.42
4926,11.8,79.58,47.45,966,4,8.47,2.56,2.17
7572,93.86,64.48,6.26,266,1,14.83,1.68,2.08
5151,98.53,52.81,17.23,373,1,7.9,2.2,1.66
8048,61.43,32.51,22.55,479,4,3.23,9.94,2.49
7018,5.25,25.98,29.99,742,2,18.26,3.28,1.66
1047,81.1,14.62,9.48,299,2,6.46,6.61,1.15
3788,80.82,96.33,9.14,467,4,15.99,8.08,0.61
1646,42.65,72.9,6.38,440,4,13.21,8.66,1.86
5502,23.74,22.98,4.43,431,4,7.72,1.56,1.8
4730,60.8,70.3,8.07,439,3,4.52,7.88,1.12
2433,24.81,40.04,31.87,749,3,1.88,7.79,1.69
8317,53.34,97.73,48.84,928,2,13.45,1.61,1.22
3187,85.09,56.36,35.9,569,3,19.59,1.87,2.22
5803,29.81,28.65,40.37,747,4,15.61,4.3,2.19
6544,31.85,43.13,3.17,386,1,8.85,5.38,2.43
4898,58.82,13.98,43.41,670,2,14.93,7.83,2.32
6053,29.29,14.13,42.29,814,2,16.91,3.5,0.92
3211,78.34,19.23,17.89,413,3,9.71,1.16,1.44
5747,54.35,83.96,23.77,673,1,4.73,9.42,0.51
9350,9.48,18.39,40.21,784,1,15.68,9.11,2.26
1916,45.99,10.04,14.32,426,1,9.16,3.7,1.81
