Product ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days)
6614,828,13,0,34,8/24/2024,4644,3
1690,389,9,0,176,5/16/2024,2595,2
7588,427,1,0,23,11/16/2024,2099,11
9909,461,25,0,197,9/29/2024,1895,10
8652,58,23,8,140,1/11/2024,2901,1
1706,105,27,10,49,11/29/2024,1085,2
2234,146,27,4,74,7/1/2024,1491,6
1873,647,17,0,134,8/26/2024,1744,8
2191,359,2,0,132,4/17/2024,1407,5
8029,956,19,0,122,9/14/2024,3954,4
2729,889,4,0,70,2/10/2024,2481,5
9430,255,2,0,31,6/14/2024,1392,3
8181,948,16,0,179,3/27/2024,3608,6
5238,740,22,0,38,5/4/2024,4590,6
8119,128,24,7,12,4/3/2024,3224,4
9715,691,16,0,89,8/3/2024,4274,2
6876,707,21,0,132,2/27/2024,4863,5
8530,250,1,0,132,11/10/2024,4662,6
4328,976,10,0,126,7/17/2024,1724,7
5773,762,13,0,37,8/28/2024,2030,12
2520,659,8,0,90,10/26/2024,1038,3
4794,662,14,0,188,7/18/2024,2062,3
7296,618,23,0,192,8/27/2024,2656,2
6915,498,29,0,129,10/15/2024,2300,7
8678,149,3,0,17,4/26/2024,4742,14
6433,193,29,3,58,4/20/2024,2555,9
9323,947,12,0,14,12/17/2024,3604,8
7738,269,16,0,123,10/14/2024,2496,11
3765,987,6,0,53,7/13/2024,4373,13
2211,68,24,11,44,7/1/2024,1328,14
9373,554,11,0,89,9/17/2024,1512,11
8328,315,13,0,95,1/26/2024,4452,5
3458,249,21,0,154,11/7/2024,4199,12
4244,705,16,0,107,12/15/2024,4317,9
4600,727,10,0,194,9/27/2024,3693,9
8662,18,14,9,88,12/18/2024,4366,7
3924,566,21,0,90,7/18/2024,4002,12
1971,195,25,0,168,3/5/2024,2060,3
5603,175,28,0,124,3/18/2024,1048,10
7790,336,4,0,111,10/4/2024,2877,8
8451,122,23,1,127,6/2/2024,1305,2
4217,770,9,0,141,9/26/2024,3901,9
6873,764,23,0,52,9/11/2024,2351,1
1951,904,16,0,199,1/11/2024,1302,6
2168,884,12,0,135,1/3/2024,3684,12
5304,777,12,0,178,4/25/2024,1970,13
3742,773,6,0,166,8/19/2024,2528,4
2976,36,28,14,91,4/11/2024,2586,12
1730,43,4,6,36,9/22/2024,1514,11
3050,719,7,0,75,12/26/2024,3841,10
6974,945,19,0,110,8/29/2024,1342,3
3312,129,10,3,12,6/5/2024,4945,2
5216,768,13,0,127,6/28/2024,2522,2
2268,886,7,0,62,6/12/2024,3920,6
9033,174,23,0,105,2/15/2024,1857,4
3169,167,1,0,26,1/19/2024,2296,4
6558,794,15,0,34,1/31/2024,2887,7
1680,203,24,0,29,2/6/2024,1442,14
1717,229,7,0,118,8/11/2024,1224,6
1126,46,15,6,125,8/14/2024,1814,12
7060,841,10,0,47,2/25/2024,1192,3
9777,692,24,0,177,6/15/2024,1424,14
8243,776,25,0,31,6/27/2024,1179,5
5675,399,21,0,80,4/4/2024,1364,12
4243,740,24,0,181,5/7/2024,2943,2
6717,584,25,0,34,8/27/2024,4996,7
9590,737,1,0,23,5/25/2024,1652,7
4454,981,4,0,113,9/8/2024,3533,13
4241,435,2,0,167,11/19/2024,2218,13
5298,936,29,0,85,4/8/2024,4925,12
1556,779,17,0,47,9/1/2024,2240,13
5652,751,20,0,132,2/2/2024,1182,10
2119,731,26,0,94,9/11/2024,1777,2
3846,883,16,0,189,8/9/2024,2817,1
4393,66,7,1,88,10/31/2024,3177,9
6601,635,19,0,131,5/6/2024,3637,3
3650,413,24,0,176,2/12/2024,2637,1
3136,376,10,0,140,6/8/2024,4932,10
4703,402,20,0,26,1/13/2024,3414,14
2777,253,20,0,196,1/19/2024,4364,14
3311,540,16,0,130,1/3/2024,1187,14
5058,191,3,0,76,9/5/2024,2529,9
4115,670,23,0,11,12/23/2024,4385,11
6145,276,14,0,104,7/24/2024,3170,8
5533,192,15,0,196,10/22/2024,4940,1
6738,818,4,0,147,9/27/2024,1683,3
5474,681,23,0,182,12/3/2024,1230,3
8034,460,20,0,178,4/4/2024,3750,5
5814,659,24,0,58,11/2/2024,3171,14
2645,543,20,0,47,12/14/2024,2174,13
3800,873,12,0,186,3/25/2024,3004,7
6703,545,28,0,178,8/20/2024,3831,14
6150,968,28,0,141,7/5/2024,2646,2
4125,35,15,6,160,6/14/2024,4299,2
7313,386,10,0,65,9/16/2024,3463,14
2329,826,25,0,190,4/3/2024,3086,13
6081,430,5,0,99,5/30/2024,2815,13
4681,615,28,0,26,2/11/2024,3109,7
5819,486,15,0,101,8/24/2024,4994,7
9764,646,25,0,77,6/3/2024,1012,4
5345,689,29,0,31,9/20/2024,3435,8
6142,914,6,0,129,4/8/2024,3037,10
2273,172,26,0,167,3/8/2024,4824,7
6454,208,9,0,100,4/13/2024,4668,11
8420,53,26,8,178,3/18/2024,3944,4
2353,500,19,0,115,3/18/2024,1140,8
2567,558,18,0,29,10/28/2024,1842,9
3737,253,15,0,127,10/12/2024,4468,6
8144,237,2,0,108,10/31/2024,2845,5
2447,996,10,0,36,2/1/2024,1504,6
7377,845,6,0,126,10/23/2024,4032,6
4272,130,29,6,56,7/29/2024,1496,8
4965,422,22,0,69,12/27/2024,1000,8
5516,388,22,0,170,7/7/2024,2622,6
5518,681,1,0,87,7/16/2024,1840,11
2987,861,22,0,113,8/10/2024,2024,7
4092,226,4,0,100,7/26/2024,1889,13
5220,465,17,0,156,5/23/2024,4014,7
8918,714,3,0,119,5/7/2024,4534,7
4176,489,28,0,14,6/3/2024,4472,5
9063,945,22,0,65,10/9/2024,2945,13
8887,829,4,0,16,1/13/2024,2670,7
4333,482,19,0,80,6/3/2024,3787,10
4197,569,26,0,27,7/16/2024,2485,1
9822,90,14,6,25,10/27/2024,1533,9
9834,822,7,0,167,4/12/2024,1718,4
9279,335,4,0,167,6/2/2024,4482,8
5405,721,27,0,83,11/24/2024,4055,4
7402,405,10,0,101,1/22/2024,3092,2
6705,727,22,0,46,9/11/2024,1597,13
7409,191,12,0,93,8/9/2024,2688,10
1708,371,3,0,84,4/6/2024,4999,12
2117,78,16,7,52,6/28/2024,3763,5
6954,6,14,13,90,1/8/2024,4538,11
7619,494,3,0,61,11/20/2024,1466,11
1012,29,26,15,99,4/12/2024,2868,11
7642,526,25,0,31,10/14/2024,1748,11
7915,663,25,0,112,10/19/2024,3979,13
4240,605,8,0,85,9/20/2024,3622,13
9938,772,26,0,144,10/8/2024,2386,14
5086,998,15,0,86,4/1/2024,1548,14
6550,193,10,0,11,11/24/2024,1338,1
2218,651,29,0,103,10/13/2024,1250,3
2638,185,12,0,55,2/20/2024,2230,8
5128,767,17,0,74,1/14/2024,2258,7
8942,411,3,0,29,1/7/2024,3487,6
5663,297,14,0,175,3/10/2024,2956,3
8942,255,21,0,54,8/3/2024,4311,14
2449,192,23,0,132,6/11/2024,1549,7
6417,404,15,0,132,3/21/2024,1948,9
1506,545,21,0,80,10/3/2024,1968,2
9230,192,10,0,180,8/5/2024,1483,14
4986,309,4,0,112,6/3/2024,2894,11
4047,927,5,0,137,10/30/2024,2345,5
2084,878,24,0,81,9/16/2024,2310,13
7124,561,29,0,92,10/3/2024,4641,7
9659,395,12,0,33,2/18/2024,1585,2
9704,690,10,0,12,2/27/2024,1955,5
6924,211,9,0,134,6/14/2024,1035,11
4894,235,5,0,105,4/7/2024,3199,9
3095,368,7,0,165,9/21/2024,4507,3
8231,103,7,0,184,2/20/2024,2842,9
1009,181,23,0,135,7/27/2024,4865,12
5079,148,24,0,181,10/14/2024,3520,14
3374,869,6,0,145,4/27/2024,1484,14
5771,145,26,0,198,4/2/2024,2228,12
1568,991,27,0,16,3/24/2024,1681,6
5912,396,23,0,159,5/4/2024,2760,13
7954,417,29,0,171,12/10/2024,1782,3
1239,147,23,0,150,4/24/2024,1191,10
8018,879,27,0,116,1/30/2024,4647,5
4072,317,18,0,145,9/12/2024,4743,4
4844,617,22,0,64,4/20/2024,2339,7
8258,957,23,0,184,1/30/2024,4467,10
9075,847,17,0,132,2/12/2024,3544,7
5074,523,11,0,88,8/5/2024,1406,3
3380,435,23,0,74,1/11/2024,1233,13
8446,40,29,16,119,5/20/2024,3052,13
6242,138,15,0,137,6/30/2024,4860,12
5727,495,11,0,147,11/30/2024,3915,5
2285,952,2,0,131,7/26/2024,2873,2
9963,919,21,0,106,2/26/2024,1374,7
9771,890,28,0,35,2/14/2024,1929,4
6971,170,28,0,183,7/7/2024,3326,2
8467,13,25,13,113,8/2/2024,2084,5
6703,469,1,0,17,4/6/2024,4535,8
9790,970,23,0,108,12/5/2024,4927,13
7650,171,14,0,35,11/14/2024,2887,1
6207,135,16,0,128,10/4/2024,3869,2
6857,599,2,0,160,1/7/2024,1544,13
7532,130,1,0,160,8/20/2024,4856,7
3246,955,15,0,23,2/1/2024,4091,8
1243,638,8,0,60,6/19/2024,4897,13
2744,81,21,5,131,3/17/2024,4863,12
4112,288,28,0,50,7/7/2024,1291,4
5987,758,26,0,35,6/21/2024,2982,5
2887,642,1,0,51,12/2/2024,3492,12
9109,498,6,0,165,10/30/2024,4483,12
2990,494,1,0,38,8/28/2024,3304,13
7393,698,23,0,107,2/18/2024,2291,11
4137,877,28,0,30,8/4/2024,1235,6
4229,239,9,0,133,2/12/2024,4041,8
2504,502,20,0,158,9/14/2024,1329,9
7194,4,11,14,30,5/26/2024,2420,2
9538,839,9,0,66,5/26/2024,2220,8
7855,907,20,0,80,12/29/2024,2293,13
2017,672,13,0,27,11/10/2024,2277,7
2459,114,18,4,43,12/11/2024,2003,7
6476,557,17,0,106,6/5/2024,4075,14
9422,548,28,0,149,2/15/2024,4053,5
4925,992,22,0,73,11/16/2024,1022,13
9503,987,26,0,78,1/10/2024,3615,6
1197,811,29,0,23,8/30/2024,2635,6
9309,1,23,13,191,11/28/2024,2634,1
6418,672,6,0,31,12/1/2024,2060,11
4341,766,15,0,125,1/30/2024,1223,14
8422,898,20,0,125,11/11/2024,3204,3
5463,500,1,0,148,12/4/2024,2842,13
6453,59,2,0,175,3/26/2024,1914,6
2322,839,14,0,156,7/14/2024,4128,11
8856,259,16,0,31,1/4/2024,1906,12
2371,3,23,13,149,1/6/2024,2826,14
9102,155,16,0,130,8/2/2024,4928,4
2908,523,11,0,54,10/22/2024,3729,10
4515,725,2,0,194,4/25/2024,3260,7
7885,795,18,0,177,12/27/2024,2828,1
9195,444,4,0,137,7/22/2024,4002,6
4466,170,17,0,52,2/27/2024,3006,3
9651,558,23,0,43,4/5/2024,3566,10
4424,488,2,0,140,5/30/2024,3182,14
5124,552,6,0,88,10/15/2024,2318,7
9220,43,21,13,68,1/26/2024,3649,8
7847,595,8,0,27,4/13/2024,2376,8
5882,38,19,5,191,4/19/2024,1815,5
8194,4,9,6,154,2/17/2024,4455,14
8447,618,6,0,90,5/28/2024,3767,8
6598,901,13,0,164,7/16/2024,3181,3
6366,912,4,0,68,5/15/2024,3360,7
8278,76,11,0,116,11/19/2024,4459,12
5101,294,1,0,104,10/19/2024,4908,14
1692,86,22,3,192,5/21/2024,1505,3
3707,933,28,0,180,3/18/2024,2865,10
5655,618,12,0,190,4/10/2024,3830,6
9238,626,29,0,100,3/24/2024,3391,12
4446,192,17,0,192,11/1/2024,3369,2
6091,172,19,2,31,1/25/2024,4314,14
8873,541,10,0,29,11/1/2024,1870,8
3419,95,6,0,40,1/23/2024,4763,6
6998,598,19,0,96,6/7/2024,4202,2
4359,938,17,0,80,11/17/2024,3546,2
5440,909,3,0,144,4/6/2024,1558,8
9183,784,2,0,105,6/23/2024,2716,14
2093,932,12,0,186,5/10/2024,1699,13
4290,159,11,0,98,3/22/2024,2433,12
3327,232,17,0,171,2/9/2024,3630,1
9674,404,25,0,68,7/3/2024,4618,10
1690,278,21,0,180,8/30/2024,2484,1
5623,766,22,0,94,11/5/2024,4225,11
5736,366,20,0,71,7/30/2024,1800,4
8578,519,13,0,86,11/19/2024,3441,8
1679,38,14,7,93,12/15/2024,3694,10
3674,162,1,0,126,2/25/2024,2862,2
7801,518,5,0,169,6/8/2024,2730,12
1035,829,18,0,135,2/17/2024,4477,12
5837,425,12,0,100,3/14/2024,2238,1
1714,549,9,0,183,3/6/2024,4084,10
8968,463,18,0,62,11/15/2024,3089,4
7373,340,25,0,52,5/30/2024,1991,1
6725,679,9,0,83,9/29/2024,2034,1
5864,518,29,0,196,8/17/2024,2085,14
9628,653,1,0,72,1/4/2024,1639,9
7984,286,18,0,133,10/10/2024,3349,1
6444,930,1,0,71,7/19/2024,4015,3
2294,361,2,0,135,10/4/2024,1551,5
8226,134,3,0,126,7/12/2024,3859,13
9031,149,1,0,119,12/22/2024,1827,14
9854,719,29,0,148,10/3/2024,1172,5
1875,875,5,0,86,6/28/2024,4135,3
8399,711,16,0,177,2/9/2024,1427,7
6303,589,6,0,107,12/20/2024,3527,14
6508,960,26,0,168,12/11/2024,2306,11
5197,296,4,0,80,8/18/2024,1373,1
6951,446,2,0,95,9/6/2024,1450,7
3378,45,29,14,121,3/16/2024,4235,13
3843,851,18,0,115,3/16/2024,3868,11
1073,695,22,0,80,12/15/2024,2851,2
1589,946,14,0,122,3/7/2024,2033,1
9953,127,18,5,12,8/7/2024,3174,12
7092,305,2,0,126,7/30/2024,1158,2
4548,415,15,0,189,7/3/2024,4500,8
1133,475,2,0,179,4/28/2024,4681,3
9144,526,15,0,167,8/26/2024,1443,10
9509,822,5,0,43,2/1/2024,3001,5
1205,187,6,0,69,12/16/2024,1214,9
9557,435,7,0,16,1/30/2024,3523,3
4424,302,20,0,119,9/1/2024,2166,3
1857,921,15,0,74,3/14/2024,3542,1
8379,338,6,0,108,8/10/2024,4300,7
1346,177,5,0,115,8/4/2024,2645,8
1469,167,15,0,90,2/4/2024,3649,6
8838,651,3,0,33,2/9/2024,1081,3
9139,749,7,0,104,4/13/2024,4059,1
9299,243,13,0,90,5/13/2024,3460,5
8258,46,12,6,74,7/14/2024,3165,14
9160,841,6,0,102,9/4/2024,1152,14
8480,30,25,11,133,8/18/2024,3106,12
1921,889,15,0,41,6/20/2024,4671,9
2070,270,6,0,49,3/26/2024,1754,12
7665,99,22,3,144,7/19/2024,3303,12
8166,114,26,1,191,8/7/2024,3507,4
8299,143,5,0,167,11/19/2024,1530,10
6040,356,23,0,14,7/17/2024,2583,4
2417,136,20,2,84,9/19/2024,2422,5
6210,821,13,0,199,9/24/2024,3315,13
2208,316,12,0,131,5/27/2024,4845,7
2590,875,13,0,193,11/26/2024,1827,4
6789,638,11,0,152,8/10/2024,1336,5
6154,472,27,0,139,6/5/2024,2227,3
7233,298,10,0,159,9/5/2024,3235,5
8227,142,23,4,66,2/15/2024,3624,1
7417,385,1,0,27,10/15/2024,4924,6
2725,570,14,0,149,6/18/2024,2469,5
8331,220,5,0,160,10/17/2024,2545,12
2801,296,8,0,184,5/30/2024,4970,12
6763,658,20,0,176,10/27/2024,3902,5
7974,866,4,0,178,7/13/2024,3422,4
4581,15,22,13,118,6/18/2024,4021,4
6620,231,20,0,12,11/21/2024,3010,3
5115,553,28,0,85,5/27/2024,3272,8
9690,988,20,0,64,9/21/2024,4577,3
3739,782,29,0,83,2/13/2024,1102,6
8243,186,23,0,77,4/16/2024,4934,9
2025,525,29,0,176,2/20/2024,3320,7
9835,953,27,0,62,7/5/2024,4748,5
9771,114,10,0,54,12/26/2024,1363,10
3544,309,2,0,163,2/14/2024,2731,1
2332,25,16,12,64,7/7/2024,4111,5
6810,709,29,0,156,10/25/2024,2506,3
5598,572,6,0,77,12/21/2024,2778,13
7522,512,19,0,137,8/18/2024,3499,11
4469,176,8,0,64,10/12/2024,1588,12
6889,319,17,0,37,5/26/2024,1775,3
1407,298,3,0,64,4/13/2024,4167,10
6483,118,4,0,43,7/3/2024,3574,11
6710,519,13,0,63,12/20/2024,4188,8
7501,684,4,0,69,9/20/2024,2401,6
1217,931,26,0,134,1/30/2024,1772,7
3338,896,14,0,47,6/26/2024,1726,4
9880,753,23,0,98,4/1/2024,3234,12
2527,990,27,0,191,5/6/2024,2245,11
8356,236,28,0,187,10/15/2024,1270,7
1903,887,23,0,169,11/28/2024,1061,10
3980,896,14,0,125,9/20/2024,3516,13
1441,922,29,0,76,8/7/2024,4221,10
8899,755,12,0,62,12/25/2024,4264,6
8332,314,19,0,57,7/2/2024,1000,9
8031,196,15,0,144,4/28/2024,2539,2
1622,46,19,6,178,3/31/2024,3018,8
2652,243,14,0,191,11/1/2024,2690,12
5721,819,27,0,66,7/20/2024,3062,7
5453,979,16,0,15,8/3/2024,2424,10
2338,789,19,0,132,10/3/2024,2194,3
3313,125,20,0,159,7/9/2024,2858,12
6051,494,11,0,99,1/17/2024,2806,8
7405,862,20,0,52,12/14/2024,3883,1
2002,740,22,0,149,4/19/2024,3959,9
9401,653,22,0,104,12/30/2024,1737,11
2193,215,12,0,93,12/25/2024,2758,1
5117,880,21,0,20,6/13/2024,3089,4
5576,650,26,0,108,5/21/2024,4746,12
1696,385,19,0,73,9/25/2024,3554,8
6854,405,27,0,107,8/31/2024,1873,12
6222,646,3,0,29,5/4/2024,1694,4
8335,317,15,0,197,10/27/2024,1845,11
9766,259,10,0,89,5/15/2024,1968,6
7490,882,22,0,115,2/17/2024,3988,5
1497,865,1,0,82,12/30/2024,2994,13
9230,944,15,0,81,9/14/2024,4212,11
3019,114,5,0,199,9/4/2024,2305,9
4162,220,10,0,183,5/27/2024,4840,9
3501,661,24,0,110,7/25/2024,2518,6
8571,12,19,14,83,7/9/2024,4676,9
9413,107,25,12,22,1/7/2024,3520,14
7141,772,9,0,184,12/10/2024,2895,9
5553,959,28,0,128,11/4/2024,2155,4
7911,528,9,0,73,2/15/2024,1881,5
8211,715,19,0,11,8/31/2024,1156,8
5804,27,12,10,56,9/5/2024,2530,14
7649,709,3,0,139,8/11/2024,3448,3
9353,377,17,0,14,2/19/2024,3738,14
1863,939,1,0,24,10/9/2024,4212,3
9346,720,15,0,198,1/16/2024,4173,10
4716,10,13,13,29,7/19/2024,3548,14
1663,223,13,0,34,11/10/2024,4813,2
2270,102,15,2,44,2/28/2024,3545,10
3287,752,19,0,136,4/21/2024,4942,2
6451,595,21,0,44,2/1/2024,4409,4
1827,734,6,0,29,4/9/2024,3708,3
8178,537,13,0,179,10/9/2024,4466,5
4349,384,19,0,120,2/12/2024,1648,3
2523,621,20,0,147,6/14/2024,4529,8
5225,730,9,0,100,7/13/2024,1840,1
1137,807,24,0,83,10/15/2024,2882,2
4332,334,1,0,122,5/10/2024,2749,5
5973,781,18,0,114,2/7/2024,4946,4
2286,857,29,0,176,10/21/2024,4546,14
1980,345,28,0,60,7/28/2024,2129,10
5436,972,6,0,97,3/10/2024,2329,5
4943,643,5,0,152,1/27/2024,1511,14
1008,265,22,0,144,7/19/2024,3388,10
4978,798,16,0,136,8/20/2024,2170,7
9652,723,18,0,106,5/23/2024,1668,10
3868,999,23,0,178,8/2/2024,3491,4
7680,41,6,0,155,4/25/2024,2547,7
8430,601,5,0,128,7/27/2024,1063,11
5703,335,16,0,87,10/15/2024,2293,11
6161,58,26,9,131,12/22/2024,4072,13
7456,97,9,3,27,3/10/2024,3233,2
7477,808,3,0,197,8/27/2024,2164,5
4831,703,5,0,187,10/21/2024,2715,1
2892,988,24,0,162,12/4/2024,4436,9
9119,545,3,0,122,3/3/2024,1713,5
2145,657,3,0,73,9/8/2024,3088,12
4908,399,5,0,174,1/16/2024,3860,3
5914,737,21,0,77,7/10/2024,4654,4
1677,909,8,0,123,12/8/2024,1474,4
1255,77,2,0,199,10/4/2024,1013,5
7584,798,6,0,102,3/16/2024,2596,8
8707,594,7,0,84,11/16/2024,4242,8
9699,819,1,0,103,8/18/2024,4821,6
6211,59,9,0,194,11/14/2024,4797,7
9602,181,13,0,173,11/18/2024,3123,14
2440,200,11,0,76,8/10/2024,4466,11
3515,359,21,0,116,4/25/2024,4004,9
2207,588,7,0,49,11/3/2024,4788,4
3739,661,9,0,107,8/27/2024,3813,3
1429,204,6,0,26,11/24/2024,3430,13
7704,278,13,0,191,9/27/2024,3280,11
6894,913,13,0,23,5/1/2024,4338,5
5426,159,2,0,42,10/21/2024,3733,11
3385,631,20,0,53,10/3/2024,2962,6
6773,653,11,0,135,11/10/2024,3708,3
5445,498,23,0,19,12/9/2024,2161,1
1473,50,9,4,109,12/30/2024,1050,1
8359,281,16,0,49,1/17/2024,4401,9
4726,586,19,0,10,2/29/2024,2421,3
4769,279,9,0,47,12/12/2024,4112,7
6319,193,1,0,156,11/7/2024,3270,12
4370,946,19,0,76,12/24/2024,4650,14
7574,670,11,0,50,5/11/2024,3275,8
2071,638,12,0,88,2/5/2024,1538,7
5571,621,28,0,22,1/27/2024,4427,12
6600,984,5,0,94,12/15/2024,3503,13
2398,125,24,5,56,8/28/2024,2077,10
5630,134,26,0,185,4/22/2024,4048,13
6461,827,23,0,94,7/9/2024,3543,8
1503,696,16,0,116,1/5/2024,2447,13
4287,312,15,0,24,9/5/2024,3346,4
5835,411,25,0,138,8/18/2024,1237,4
3101,238,24,0,154,8/9/2024,3755,3
7401,615,3,0,104,9/22/2024,4533,12
5145,970,23,0,115,7/14/2024,3229,11
8050,78,9,0,100,7/1/2024,4824,1
6238,249,2,0,25,9/9/2024,4878,6
9267,967,2,0,56,5/16/2024,1137,4
9645,941,21,0,119,9/2/2024,4986,14
9000,467,2,0,67,9/12/2024,3487,3
6545,987,17,0,61,1/20/2024,3453,9
5777,460,14,0,81,6/4/2024,4834,14
8409,683,14,0,196,6/16/2024,3737,14
4279,814,28,0,122,7/8/2024,4271,7
1350,734,1,0,99,11/3/2024,1106,6
6497,703,29,0,75,3/18/2024,2744,11
3169,685,21,0,180,12/10/2024,3959,4
2831,350,16,0,118,1/13/2024,3627,14
4802,640,20,0,83,5/13/2024,1421,2
7524,126,3,0,98,11/25/2024,3916,13
8801,753,15,0,154,9/8/2024,2961,4
5136,570,25,0,37,12/21/2024,3403,5
1646,861,10,0,137,6/16/2024,2888,13
5018,124,13,0,181,4/10/2024,4584,12
5065,451,14,0,34,6/11/2024,2656,14
9167,632,20,0,162,8/27/2024,4808,14
7450,878,10,0,177,7/13/2024,2410,4
3710,233,19,0,58,1/6/2024,3042,13
2102,868,3,0,44,8/4/2024,1771,6
3098,513,9,0,172,2/13/2024,4782,9
1042,284,28,0,99,12/3/2024,4788,14
3997,224,21,0,139,11/27/2024,3310,11
8475,619,7,0,174,11/11/2024,3980,13
2978,569,3,0,26,2/29/2024,3938,1
6860,750,22,0,177,4/2/2024,1414,2
6114,566,4,0,102,1/24/2024,1879,8
9582,546,15,0,15,11/2/2024,2452,3
8329,633,22,0,158,6/30/2024,2875,9
7980,871,17,0,41,11/4/2024,4426,11
9981,71,28,12,102,7/13/2024,1659,12
3697,720,23,0,58,9/8/2024,2235,4
2949,214,14,0,140,2/28/2024,4948,5
3164,928,19,0,109,8/20/2024,3259,12
5608,805,25,0,134,3/3/2024,1474,7
2084,486,17,0,73,2/22/2024,1518,1
5847,286,16,0,104,6/9/2024,3086,8
4298,674,2,0,86,7/20/2024,3095,3
6522,633,28,0,43,12/14/2024,4848,11
9671,651,22,0,25,4/10/2024,4078,14
2054,778,5,0,75,6/9/2024,2089,8
4184,407,20,0,86,7/16/2024,1056,6
4700,80,20,7,78,9/23/2024,3719,9
4539,781,7,0,113,9/6/2024,1365,13
2743,146,3,0,50,5/9/2024,1488,3
3806,188,18,0,183,1/3/2024,3503,1
4291,598,2,0,105,4/9/2024,2388,11
8520,393,24,0,123,10/25/2024,3732,14
7152,389,29,0,44,12/19/2024,2848,2
2187,625,10,0,136,4/8/2024,3661,4
8086,994,28,0,110,6/3/2024,4138,4
7937,60,3,1,81,3/2/2024,3280,2
7389,654,11,0,77,5/2/2024,1682,2
6783,8,19,10,178,7/19/2024,1259,5
2442,375,11,0,14,11/5/2024,1345,2
2824,519,4,0,17,2/18/2024,2329,2
6457,571,11,0,158,4/29/2024,4241,12
7100,21,16,9,152,1/20/2024,3763,7
2054,375,3,0,51,11/22/2024,4012,8
5665,796,27,0,80,9/11/2024,4410,13
2414,859,17,0,85,8/14/2024,1273,10
7565,134,28,10,22,8/4/2024,3507,8
2248,602,18,0,97,10/11/2024,3930,13
7867,4,29,20,60,3/29/2024,3971,1
6984,783,8,0,64,2/28/2024,3476,2
2133,422,11,0,55,5/5/2024,3548,13
5469,448,23,0,100,4/24/2024,3961,2
9340,377,29,0,163,4/11/2024,1192,10
9143,608,28,0,186,8/8/2024,2828,13
4315,551,4,0,30,12/29/2024,4705,7
9929,975,27,0,38,5/29/2024,4457,3
1589,168,19,0,140,5/29/2024,4426,9
5150,857,13,0,12,4/22/2024,4947,14
1668,575,21,0,110,3/1/2024,1017,14
7238,769,11,0,83,5/10/2024,1901,7
1952,817,22,0,167,4/28/2024,1651,2
9008,892,24,0,112,10/21/2024,4809,6
9341,93,7,0,78,11/26/2024,3399,14
4180,896,4,0,16,3/8/2024,1012,6
9776,314,23,0,162,5/10/2024,2312,11
4938,585,27,0,121,3/31/2024,1138,4
2796,607,24,0,175,5/6/2024,2195,8
1468,615,24,0,192,6/11/2024,4890,6
4560,505,26,0,175,6/15/2024,3081,6
5482,825,13,0,191,3/14/2024,3885,3
6180,626,21,0,104,7/8/2024,2389,6
3129,372,3,0,94,9/21/2024,1397,3
9188,193,28,0,176,1/28/2024,1600,5
3502,925,16,0,12,7/3/2024,4389,12
4933,208,24,0,99,3/9/2024,4159,1
1422,580,17,0,38,8/17/2024,3015,6
9583,615,7,0,19,8/30/2024,4432,1
7404,342,27,0,69,8/6/2024,2475,7
2715,941,2,0,59,7/20/2024,1242,13
2708,807,8,0,162,11/6/2024,3292,3
6444,769,23,0,112,10/31/2024,3718,11
7989,969,3,0,143,8/30/2024,2500,5
4194,41,7,5,91,7/20/2024,2716,3
8063,536,22,0,99,9/30/2024,1425,10
2636,305,8,0,95,8/26/2024,2988,14
5483,208,29,0,85,12/4/2024,3362,1
8545,799,23,0,112,1/3/2024,4629,13
2262,758,9,0,111,11/5/2024,2382,3
2659,484,18,0,18,3/18/2024,2037,13
7650,406,24,0,192,12/6/2024,1549,10
5227,583,19,0,195,11/25/2024,2089,6
1682,769,21,0,169,7/24/2024,1154,12
9678,892,27,0,119,7/29/2024,3957,2
7463,808,1,0,133,5/29/2024,2146,7
9332,558,1,0,66,4/2/2024,2025,14
9649,443,6,0,144,5/23/2024,4135,9
3360,268,13,0,145,3/6/2024,2860,5
6818,671,11,0,10,2/1/2024,3539,3
3419,861,29,0,54,6/28/2024,4635,5
4865,635,26,0,186,12/7/2024,1263,14
3860,431,22,0,92,3/3/2024,1226,13
1642,746,20,0,103,7/16/2024,4937,8
5335,418,9,0,177,3/19/2024,1424,14
6339,653,15,0,22,10/26/2024,2587,2
8848,875,5,0,141,6/10/2024,2033,12
6752,440,10,0,10,1/9/2024,3179,13
2546,313,2,0,101,9/23/2024,4165,10
5883,985,4,0,137,10/18/2024,1239,6
2937,587,12,0,41,6/26/2024,2753,14
2143,265,15,0,152,8/5/2024,3977,1
9471,15,6,7,101,11/4/2024,4206,8
2790,83,14,3,107,9/22/2024,2155,1
3445,192,6,0,100,6/14/2024,1337,2
9783,22,23,16,73,12/5/2024,2745,6
4391,275,3,0,56,8/18/2024,4079,13
2223,637,21,0,57,9/12/2024,2710,12
7328,576,27,0,46,8/27/2024,4461,13
1108,265,9,0,56,7/11/2024,4981,3
7537,283,3,0,162,2/23/2024,1788,9
8208,216,26,0,131,12/17/2024,1621,12
6178,762,15,0,49,1/8/2024,2647,5
2921,537,27,0,88,2/4/2024,2071,14
9477,410,8,0,11,6/19/2024,4679,4
5713,151,29,0,195,7/26/2024,1879,1
