Product ID,Date,Sales Quantity,Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments
7123,8/27/2024,215,68.23,Yes,Holiday,Economic Indicator,Stable,Premium
8010,7/1/2024,230,45.24,Yes,,,Decreasing,Regular
7199,7/17/2024,232,52.33,No,Holiday,,Increasing,Premium
5396,6/12/2024,374,10.1,Yes,,,Increasing,Budget
4795,1/15/2024,308,41.06,Yes,Festival,Weather,Increasing,Budget
8674,9/12/2024,268,41.62,Yes,,,Stable,Premium
7710,12/6/2024,137,85.28,No,Holiday,Weather,Stable,Premium
1772,1/30/2024,209,46.36,No,Holiday,Weather,Stable,Budget
5034,7/13/2024,364,14.03,Yes,Holiday,Competitor Pricing,Increasing,Regular
3598,6/17/2024,247,73.96,Yes,Festival,Competitor Pricing,Increasing,Budget
4629,1/28/2024,235,36.16,Yes,,Weather,Decreasing,Premium
1000,6/20/2024,156,74.59,Yes,Holiday,Weather,Decreasing,Premium
2674,7/21/2024,191,56.42,Yes,,Weather,Decreasing,Premium
9923,7/25/2024,327,26.2,Yes,,Competitor Pricing,Increasing,Premium
5979,7/7/2024,232,63.71,Yes,,Competitor Pricing,Stable,Regular
9660,8/2/2024,178,62.98,Yes,Festival,,Decreasing,Budget
4300,3/3/2024,178,65.26,Yes,Holiday,,Decreasing,Premium
7744,10/17/2024,194,77.3,Yes,Festival,Competitor Pricing,Stable,Regular
9215,5/19/2024,242,54.73,Yes,Festival,,Stable,Budget
2020,8/30/2024,210,71.75,Yes,Festival,,Stable,Budget
8940,9/16/2024,253,70.2,Yes,,Competitor Pricing,Increasing,Budget
1760,5/25/2024,139,98.61,No,Holiday,Economic Indicator,Increasing,Regular
7851,12/29/2024,221,59.03,No,Festival,Weather,Increasing,Premium
5433,7/3/2024,246,27.38,No,Holiday,Economic Indicator,Stable,Regular
5468,1/9/2024,271,58.72,Yes,,Weather,Increasing,Regular
7349,1/18/2024,205,51.34,No,Festival,Economic Indicator,Stable,Budget
1764,6/12/2024,242,30.19,No,Festival,Economic Indicator,Stable,Budget
1419,5/28/2024,198,72.37,No,,Economic Indicator,Increasing,Regular
8347,8/24/2024,210,51.43,Yes,Festival,Weather,Decreasing,Budget
5009,9/12/2024,229,38.03,No,,Competitor Pricing,Stable,Premium
1469,6/18/2024,248,71.06,Yes,Festival,Economic Indicator,Increasing,Regular
6067,12/10/2024,153,50.18,No,Festival,Competitor Pricing,Decreasing,Budget
4275,1/8/2024,260,40.75,No,Festival,Economic Indicator,Increasing,Budget
6922,3/12/2024,310,13.33,No,,,Increasing,Premium
9751,1/19/2024,186,75.51,No,Holiday,Competitor Pricing,Increasing,Budget
1021,6/5/2024,97,82.87,No,,Competitor Pricing,Decreasing,Premium
6697,10/14/2024,171,87.16,No,,Economic Indicator,Increasing,Budget
4342,6/3/2024,143,58.55,No,Festival,Competitor Pricing,Decreasing,Premium
8664,4/21/2024,212,44.34,No,,,Stable,Budget
2301,7/28/2024,207,75.59,Yes,,Weather,Stable,Regular
8646,10/2/2024,127,86.89,No,,,Stable,Premium
8114,7/24/2024,272,45.18,Yes,Holiday,Economic Indicator,Stable,Budget
6534,4/27/2024,243,54.68,Yes,Festival,Weather,Stable,Premium
7542,10/19/2024,102,74.48,No,Holiday,Economic Indicator,Decreasing,Budget
2557,6/26/2024,301,46.28,Yes,,Competitor Pricing,Increasing,Budget
6344,4/1/2024,204,93.86,Yes,Festival,Weather,Increasing,Regular
6092,3/16/2024,130,92.98,Yes,Holiday,Weather,Decreasing,Budget
1235,7/29/2024,229,81.85,Yes,Holiday,Weather,Increasing,Budget
7839,5/19/2024,272,33.53,No,Festival,Economic Indicator,Increasing,Budget
9022,12/3/2024,196,73.75,Yes,Festival,Economic Indicator,Stable,Premium
4913,3/25/2024,181,78.77,No,Festival,Weather,Increasing,Premium
6481,5/9/2024,200,52.45,Yes,Festival,Weather,Decreasing,Premium
4436,1/14/2024,126,65.22,No,Festival,Weather,Decreasing,Regular
9881,1/7/2024,204,94.34,Yes,,Competitor Pricing,Increasing,Budget
9252,9/4/2024,216,25.99,No,Holiday,Weather,Decreasing,Premium
9788,5/30/2024,136,62.83,No,,Weather,Decreasing,Premium
6505,6/2/2024,321,11.2,Yes,,Weather,Stable,Budget
9289,1/18/2024,175,68.29,Yes,Festival,Weather,Decreasing,Budget
3435,4/2/2024,312,41.95,Yes,Festival,Economic Indicator,Increasing,Regular
3724,5/3/2024,253,26.52,Yes,,,Decreasing,Premium
7887,4/11/2024,142,78.38,No,Holiday,Competitor Pricing,Stable,Budget
7908,1/3/2024,113,93.34,No,,,Stable,Premium
5671,11/13/2024,82,86.78,No,Holiday,Competitor Pricing,Decreasing,Premium
2532,8/24/2024,252,25.58,No,Holiday,,Stable,Budget
8611,4/29/2024,271,59.03,Yes,Festival,Competitor Pricing,Increasing,Regular
8643,12/30/2024,189,81.09,Yes,Holiday,Weather,Stable,Regular
3661,5/28/2024,143,76.25,No,Holiday,,Stable,Regular
5818,5/23/2024,207,65.04,No,,Economic Indicator,Increasing,Premium
3643,7/31/2024,235,79.25,Yes,,Economic Indicator,Increasing,Regular
3554,6/28/2024,233,52.52,No,Festival,Competitor Pricing,Increasing,Budget
4812,10/30/2024,278,40.16,Yes,Holiday,Weather,Stable,Regular
6248,7/4/2024,180,58.52,No,Holiday,Economic Indicator,Stable,Regular
9576,6/16/2024,243,8.77,No,,Economic Indicator,Decreasing,Premium
5372,4/23/2024,257,43.42,No,Festival,Competitor Pricing,Increasing,Budget
3748,1/30/2024,178,82.14,Yes,Holiday,Competitor Pricing,Stable,Regular
7335,10/8/2024,145,92.87,No,Holiday,,Increasing,Budget
4729,6/11/2024,193,29.49,No,Festival,,Decreasing,Premium
5793,1/21/2024,329,33.31,Yes,Festival,Economic Indicator,Increasing,Budget
6688,3/8/2024,201,48.1,No,,Economic Indicator,Stable,Budget
2831,2/1/2024,265,43.59,No,Festival,,Increasing,Budget
6634,9/29/2024,152,52.12,No,Festival,Economic Indicator,Decreasing,Regular
2049,8/16/2024,295,7.9,Yes,Festival,Competitor Pricing,Decreasing,Regular
7860,12/11/2024,102,82.59,No,,,Decreasing,Premium
7624,3/22/2024,220,49.62,Yes,,Competitor Pricing,Decreasing,Regular
8816,5/12/2024,333,33.16,Yes,,,Increasing,Regular
9515,6/27/2024,106,99.54,No,Festival,Competitor Pricing,Stable,Budget
1355,10/3/2024,233,41.01,Yes,,,Decreasing,Budget
4647,2/2/2024,199,96.78,Yes,,,Increasing,Premium
6696,1/5/2024,227,58.25,No,Festival,Economic Indicator,Increasing,Premium
8872,2/1/2024,87,84.69,No,Festival,,Decreasing,Premium
5976,6/14/2024,181,82.15,Yes,,Weather,Stable,Budget
6985,4/24/2024,285,12.38,Yes,,,Decreasing,Premium
9202,5/26/2024,214,87.36,Yes,,Weather,Increasing,Premium
5543,10/15/2024,193,97.03,Yes,Festival,,Increasing,Budget
9888,7/25/2024,288,12.46,Yes,Festival,Weather,Decreasing,Regular
7132,12/20/2024,268,43.31,Yes,Festival,,Stable,Budget
4983,1/29/2024,243,33.44,Yes,,Competitor Pricing,Decreasing,Regular
3075,3/18/2024,266,65.31,Yes,,Weather,Increasing,Premium
8806,7/9/2024,169,42.63,No,,Weather,Decreasing,Premium
3081,5/16/2024,149,99.92,Yes,,Economic Indicator,Stable,Budget
4490,1/2/2024,64,95.92,No,,,Decreasing,Regular
8879,7/5/2024,261,34.54,No,Holiday,Competitor Pricing,Increasing,Premium
7065,10/7/2024,224,57.59,No,Holiday,Weather,Increasing,Premium
4555,12/17/2024,271,33.91,No,Festival,Weather,Increasing,Regular
5673,10/17/2024,225,46.11,Yes,Holiday,Economic Indicator,Decreasing,Regular
1152,7/23/2024,148,57.35,No,Festival,Weather,Decreasing,Premium
9150,5/30/2024,172,86.13,Yes,,Economic Indicator,Stable,Budget
6031,1/14/2024,192,83.31,Yes,Holiday,Weather,Stable,Regular
9601,1/12/2024,364,15.7,Yes,,,Increasing,Regular
2893,10/9/2024,176,83.3,No,Holiday,Weather,Increasing,Regular
6852,1/22/2024,245,51.51,Yes,Holiday,,Stable,Regular
1305,6/27/2024,259,37.85,No,Holiday,,Increasing,Budget
5808,2/16/2024,215,46.24,Yes,Holiday,Weather,Decreasing,Budget
1043,11/21/2024,212,46.64,No,,Economic Indicator,Stable,Budget
5813,5/9/2024,284,32.26,No,Holiday,Competitor Pricing,Increasing,Premium
2751,1/31/2024,160,98.56,Yes,,,Stable,Budget
3091,7/6/2024,123,87.24,No,Holiday,,Stable,Premium
4174,3/9/2024,264,59.94,Yes,Holiday,Economic Indicator,Increasing,Premium
3759,5/10/2024,143,83.59,Yes,Festival,Economic Indicator,Decreasing,Budget
2156,9/8/2024,200,45.18,No,Festival,Weather,Stable,Budget
5934,12/27/2024,330,30.74,Yes,Festival,Weather,Increasing,Regular
9084,9/14/2024,229,60.13,Yes,Festival,Competitor Pricing,Stable,Budget
1457,4/19/2024,238,9.35,No,Holiday,,Decreasing,Regular
6045,2/12/2024,271,15.42,Yes,,Competitor Pricing,Decreasing,Budget
8716,2/23/2024,189,81.66,Yes,Festival,Economic Indicator,Stable,Premium
5196,6/17/2024,301,18.04,No,,Economic Indicator,Increasing,Premium
5896,1/19/2024,280,11.89,Yes,Festival,Competitor Pricing,Decreasing,Budget
2481,1/17/2024,181,77.24,Yes,,Competitor Pricing,Stable,Premium
5419,11/19/2024,218,45.78,Yes,,Weather,Decreasing,Regular
5460,6/22/2024,354,22.14,Yes,,Competitor Pricing,Increasing,Premium
5800,7/11/2024,263,67.28,Yes,Festival,,Increasing,Premium
7457,9/16/2024,184,76.64,No,Holiday,Economic Indicator,Increasing,Regular
2728,8/21/2024,119,68.61,No,,Economic Indicator,Decreasing,Premium
7363,6/22/2024,258,67.14,Yes,Festival,Weather,Increasing,Premium
3250,5/1/2024,167,63.59,No,Holiday,Economic Indicator,Stable,Regular
6923,9/10/2024,202,54.44,Yes,,Economic Indicator,Decreasing,Regular
1231,5/10/2024,252,5.59,No,Festival,Weather,Decreasing,Budget
7616,4/26/2024,287,54.33,Yes,Festival,,Increasing,Budget
7318,11/9/2024,260,44.47,Yes,Festival,Weather,Stable,Budget
6956,11/24/2024,224,57.3,No,,Economic Indicator,Increasing,Premium
9910,4/15/2024,150,92.4,No,Festival,Competitor Pricing,Increasing,Premium
9447,8/11/2024,126,64.93,No,,,Decreasing,Budget
8794,7/10/2024,159,74.7,Yes,Holiday,Competitor Pricing,Decreasing,Premium
6646,8/16/2024,255,68.36,Yes,Festival,Competitor Pricing,Increasing,Regular
3353,5/25/2024,257,23.56,No,Festival,,Stable,Regular
6638,11/10/2024,208,68.93,Yes,Festival,,Stable,Premium
6808,6/12/2024,148,99.49,No,Festival,,Increasing,Budget
3826,4/6/2024,70,94.14,No,,Weather,Decreasing,Regular
1624,6/17/2024,228,60.51,Yes,Festival,Competitor Pricing,Stable,Premium
4819,8/24/2024,128,63.64,No,,Weather,Decreasing,Premium
8558,5/13/2024,200,43.46,No,Festival,,Stable,Premium
2861,7/22/2024,292,30.8,Yes,,Weather,Stable,Premium
6376,11/6/2024,124,94.76,Yes,,Economic Indicator,Decreasing,Premium
4830,6/30/2024,205,71.5,Yes,Holiday,Competitor Pricing,Stable,Regular
2946,11/3/2024,204,47.67,No,Holiday,Weather,Stable,Premium
3624,6/21/2024,117,72.55,No,Holiday,,Decreasing,Premium
9118,5/18/2024,152,49.99,No,Holiday,,Decreasing,Budget
6375,1/23/2024,232,37.31,Yes,Holiday,,Decreasing,Premium
6122,10/11/2024,267,38.17,No,Festival,Weather,Increasing,Regular
5126,1/23/2024,173,39.99,No,Festival,Competitor Pricing,Decreasing,Premium
7773,3/8/2024,258,26.38,Yes,Holiday,Competitor Pricing,Decreasing,Budget
1416,11/15/2024,141,81.03,Yes,,Economic Indicator,Decreasing,Regular
4411,2/13/2024,278,56.8,Yes,Festival,Economic Indicator,Increasing,Regular
5928,6/27/2024,238,75.52,Yes,Holiday,Economic Indicator,Increasing,Premium
5625,7/27/2024,154,88.64,No,,Competitor Pricing,Increasing,Regular
3897,10/17/2024,249,28.33,No,Holiday,,Stable,Premium
8663,9/9/2024,200,72.94,Yes,Holiday,Weather,Stable,Budget
8136,5/10/2024,156,94.64,Yes,Holiday,Weather,Stable,Budget
5152,8/11/2024,235,52.92,No,Festival,Economic Indicator,Increasing,Regular
6155,7/31/2024,210,27.57,No,Holiday,,Decreasing,Premium
3451,7/5/2024,244,25.29,No,,Economic Indicator,Stable,Budget
3178,12/22/2024,75,92.64,No,Festival,Competitor Pricing,Decreasing,Premium
3062,3/22/2024,206,52.9,Yes,Festival,Competitor Pricing,Decreasing,Budget
6405,1/8/2024,193,75.02,No,Holiday,,Increasing,Regular
6984,12/26/2024,130,90.37,Yes,Festival,Economic Indicator,Decreasing,Budget
7366,7/20/2024,252,47.86,Yes,,,Stable,Budget
2725,6/25/2024,248,43.59,No,Holiday,Weather,Increasing,Budget
4552,11/14/2024,293,48.45,Yes,Festival,Economic Indicator,Increasing,Regular
1892,5/17/2024,64,94.94,No,Festival,,Decreasing,Budget
2999,3/1/2024,165,84.94,Yes,,Competitor Pricing,Stable,Regular
2626,8/24/2024,248,31.93,Yes,Festival,Competitor Pricing,Decreasing,Premium
4620,2/26/2024,201,71.38,No,,Competitor Pricing,Increasing,Budget
9135,3/10/2024,178,75.09,No,Festival,Economic Indicator,Increasing,Budget
5726,3/10/2024,183,60.81,Yes,Festival,,Decreasing,Budget
4159,3/19/2024,125,68.68,No,Festival,,Decreasing,Budget
2696,6/22/2024,172,68.85,No,Holiday,Competitor Pricing,Stable,Budget
6041,7/27/2024,227,81.27,Yes,Holiday,Weather,Increasing,Premium
7912,2/16/2024,276,10.04,No,Festival,,Stable,Budget
3692,3/13/2024,225,61.6,Yes,Holiday,Weather,Stable,Premium
3837,4/15/2024,103,81.53,No,Holiday,Competitor Pricing,Decreasing,Regular
4238,5/30/2024,334,26.08,Yes,Holiday,,Increasing,Premium
6384,9/13/2024,244,30.73,Yes,Festival,Weather,Decreasing,Budget
9602,4/22/2024,207,65.09,No,Festival,,Increasing,Premium
2330,6/4/2024,263,20.65,Yes,Holiday,Weather,Decreasing,Regular
7174,8/10/2024,219,40.61,No,,Weather,Stable,Premium
8363,1/10/2024,204,31.62,No,,Weather,Decreasing,Budget
5384,11/3/2024,105,98.0,No,Festival,,Stable,Premium
7043,1/2/2024,147,55.52,No,Festival,,Decreasing,Premium
5986,1/21/2024,167,65.34,No,Holiday,Economic Indicator,Stable,Premium
3260,8/29/2024,321,10.17,Yes,Holiday,Weather,Stable,Budget
4472,2/3/2024,160,91.98,No,Festival,,Increasing,Premium
2147,7/17/2024,350,19.46,Yes,Holiday,,Increasing,Regular
9927,7/9/2024,262,63.27,Yes,Festival,Competitor Pricing,Increasing,Premium
7967,3/28/2024,149,83.19,No,Holiday,Weather,Stable,Premium
3310,5/8/2024,178,61.49,No,Festival,Competitor Pricing,Stable,Regular
4420,2/15/2024,196,54.65,Yes,Festival,Weather,Decreasing,Regular
4743,1/30/2024,227,55.07,No,Festival,Economic Indicator,Increasing,Budget
5309,3/19/2024,240,52.45,No,,Economic Indicator,Increasing,Regular
7083,1/15/2024,178,60.94,No,Festival,,Stable,Regular
7723,5/24/2024,267,57.74,Yes,,Weather,Increasing,Premium
9722,6/20/2024,252,46.19,No,,Competitor Pricing,Increasing,Budget
6986,2/26/2024,59,98.67,No,Holiday,,Decreasing,Premium
4584,12/3/2024,288,15.53,Yes,,Economic Indicator,Decreasing,Regular
8352,11/1/2024,121,97.12,Yes,Festival,Competitor Pricing,Decreasing,Premium
2814,11/1/2024,221,43.22,Yes,Festival,Economic Indicator,Decreasing,Premium
5378,9/12/2024,143,86.44,Yes,,Weather,Decreasing,Budget
2798,4/1/2024,204,28.15,No,Holiday,Weather,Decreasing,Premium
2607,3/28/2024,222,41.09,No,Festival,,Stable,Premium
3085,9/17/2024,302,19.77,No,Festival,Competitor Pricing,Increasing,Regular
3365,8/9/2024,288,8.6,Yes,Festival,Competitor Pricing,Decreasing,Budget
4195,2/25/2024,106,95.09,No,Festival,Weather,Stable,Budget
6609,2/28/2024,177,83.63,No,Holiday,Competitor Pricing,Increasing,Regular
4013,12/28/2024,218,59.77,No,Holiday,,Increasing,Regular
2408,11/17/2024,176,85.64,Yes,Festival,Weather,Stable,Regular
4379,7/11/2024,266,39.18,Yes,,Competitor Pricing,Stable,Budget
2836,12/18/2024,196,32.84,No,Holiday,Economic Indicator,Decreasing,Regular
9325,9/4/2024,369,15.31,Yes,Holiday,Economic Indicator,Increasing,Premium
6199,6/28/2024,193,50.38,No,,Competitor Pricing,Stable,Regular
8127,6/14/2024,173,88.53,Yes,Festival,,Stable,Premium
6122,11/9/2024,223,21.56,No,,,Decreasing,Budget
3694,8/13/2024,305,22.25,Yes,Festival,Economic Indicator,Stable,Premium
3648,6/25/2024,233,54.23,No,Holiday,Competitor Pricing,Increasing,Premium
1571,5/30/2024,309,12.69,No,,Weather,Increasing,Regular
3330,8/7/2024,248,46.58,No,,Weather,Increasing,Premium
9954,3/30/2024,221,63.75,Yes,Holiday,Economic Indicator,Stable,Regular
3944,11/10/2024,203,50.87,No,,,Stable,Regular
2239,11/11/2024,167,94.44,Yes,Holiday,Weather,Stable,Budget
9973,12/25/2024,153,79.57,No,Festival,Weather,Stable,Premium
1001,12/10/2024,194,79.38,Yes,,,Stable,Premium
9608,3/6/2024,255,42.83,No,Festival,Competitor Pricing,Increasing,Budget
6608,9/26/2024,233,58.51,Yes,Holiday,Economic Indicator,Stable,Budget
6913,8/29/2024,229,14.61,No,Festival,Economic Indicator,Decreasing,Budget
7091,4/12/2024,215,48.22,Yes,Festival,Weather,Decreasing,Regular
9575,5/27/2024,60,98.96,No,,,Decreasing,Budget
9738,7/20/2024,130,85.37,No,,Competitor Pricing,Stable,Regular
4245,10/13/2024,237,54.73,No,Festival,Competitor Pricing,Increasing,Premium
5784,2/2/2024,205,64.94,No,Holiday,,Increasing,Premium
5577,4/17/2024,313,21.17,Yes,Holiday,Economic Indicator,Stable,Budget
3323,8/8/2024,203,31.44,No,Holiday,Competitor Pricing,Decreasing,Regular
9976,2/8/2024,261,63.76,Yes,Festival,Competitor Pricing,Increasing,Premium
5740,2/28/2024,155,71.91,Yes,Holiday,Weather,Decreasing,Regular
2074,8/9/2024,262,22.14,Yes,Holiday,Weather,Decreasing,Regular
2999,4/12/2024,131,92.74,Yes,Holiday,Economic Indicator,Decreasing,Regular
1188,7/23/2024,145,82.34,Yes,Holiday,Weather,Decreasing,Regular
6284,12/1/2024,311,36.91,Yes,,Competitor Pricing,Increasing,Budget
5270,7/18/2024,125,65.77,No,,Competitor Pricing,Decreasing,Premium
3081,8/16/2024,329,32.18,Yes,Festival,Competitor Pricing,Increasing,Premium
6695,11/13/2024,240,56.22,Yes,Festival,,Stable,Premium
4695,1/14/2024,180,84.35,Yes,Holiday,,Stable,Budget
2953,7/25/2024,167,65.26,No,Holiday,Competitor Pricing,Stable,Budget
3672,10/4/2024,59,99.05,No,Holiday,Competitor Pricing,Decreasing,Budget
6678,1/10/2024,189,52.91,No,,Competitor Pricing,Stable,Premium
5479,2/18/2024,197,80.43,Yes,,Competitor Pricing,Stable,Premium
9139,11/3/2024,339,24.28,Yes,Festival,Competitor Pricing,Increasing,Budget
5862,4/25/2024,250,52.84,Yes,,Weather,Stable,Premium
7310,3/29/2024,195,76.26,No,Festival,Economic Indicator,Increasing,Premium
7151,4/30/2024,212,66.43,No,Holiday,,Increasing,Regular
3951,8/26/2024,215,41.37,No,Festival,Competitor Pricing,Stable,Premium
6639,5/28/2024,373,9.18,Yes,Holiday,Economic Indicator,Increasing,Budget
9555,4/29/2024,243,8.17,No,,Economic Indicator,Decreasing,Regular
6437,3/25/2024,320,12.34,Yes,,Competitor Pricing,Stable,Budget
7423,3/9/2024,201,95.26,Yes,Festival,Competitor Pricing,Increasing,Premium
2202,9/10/2024,190,31.71,No,Holiday,Economic Indicator,Decreasing,Budget
5234,9/8/2024,223,46.2,Yes,Holiday,Competitor Pricing,Decreasing,Premium
4150,11/4/2024,108,74.36,No,,Competitor Pricing,Decreasing,Budget
6111,2/21/2024,231,54.86,No,Holiday,Economic Indicator,Increasing,Budget
6688,8/14/2024,280,30.66,No,,Competitor Pricing,Increasing,Budget
4207,2/5/2024,207,50.51,Yes,,Competitor Pricing,Decreasing,Regular
3358,8/8/2024,313,14.53,No,Festival,Weather,Increasing,Budget
6927,12/14/2024,266,15.68,No,Holiday,,Stable,Regular
6473,8/10/2024,173,70.67,Yes,,Weather,Decreasing,Regular
7486,4/3/2024,276,8.18,No,Holiday,Economic Indicator,Stable,Regular
6250,11/15/2024,234,13.23,No,Holiday,Competitor Pricing,Decreasing,Regular
7792,11/8/2024,145,87.18,Yes,Festival,Competitor Pricing,Decreasing,Regular
8660,4/11/2024,154,75.38,Yes,Festival,Weather,Decreasing,Premium
5713,2/8/2024,146,95.12,No,Festival,Weather,Increasing,Budget
7147,6/6/2024,332,10.19,Yes,,Economic Indicator,Stable,Regular
7236,4/5/2024,143,83.46,Yes,Festival,Economic Indicator,Decreasing,Regular
1041,4/14/2024,118,91.56,No,,Weather,Stable,Premium
7003,7/22/2024,284,33.89,Yes,Festival,,Stable,Budget
1248,1/3/2024,204,74.32,Yes,Festival,,Stable,Regular
7008,4/23/2024,196,54.66,No,Festival,Weather,Stable,Budget
8820,5/3/2024,279,56.43,Yes,Holiday,Economic Indicator,Increasing,Budget
8425,4/3/2024,149,74.4,No,Festival,Competitor Pricing,Stable,Regular
1829,3/24/2024,150,81.54,Yes,Holiday,Economic Indicator,Decreasing,Regular
7951,7/14/2024,164,72.6,No,Holiday,Economic Indicator,Stable,Premium
6539,12/17/2024,211,89.14,Yes,,,Increasing,Regular
5134,9/26/2024,256,64.38,Yes,Festival,Competitor Pricing,Increasing,Premium
9924,7/26/2024,271,21.82,Yes,,Competitor Pricing,Decreasing,Premium
1010,7/13/2024,106,76.46,No,Holiday,Weather,Decreasing,Regular
9986,8/3/2024,238,70.26,Yes,Festival,Competitor Pricing,Increasing,Budget
3472,12/29/2024,229,57.13,No,Holiday,Competitor Pricing,Increasing,Regular
5019,10/20/2024,260,43.42,Yes,Holiday,Economic Indicator,Stable,Regular
1744,11/10/2024,107,76.22,No,,Competitor Pricing,Decreasing,Premium
1008,6/29/2024,259,25.93,Yes,Festival,Economic Indicator,Decreasing,Budget
6499,9/15/2024,182,84.43,Yes,Festival,,Stable,Regular
2389,12/12/2024,114,74.38,No,Holiday,Weather,Decreasing,Regular
5652,7/12/2024,166,90.78,Yes,,Economic Indicator,Stable,Regular
7384,6/22/2024,226,38.09,No,,Competitor Pricing,Stable,Regular
5920,4/14/2024,306,20.95,Yes,Holiday,,Stable,Budget
3961,9/28/2024,206,93.74,Yes,Festival,Economic Indicator,Increasing,Premium
6582,10/21/2024,216,48.13,Yes,Festival,Competitor Pricing,Decreasing,Regular
9190,1/29/2024,262,36.4,No,Holiday,Weather,Increasing,Regular
4579,1/3/2024,249,73.03,Yes,Holiday,Weather,Increasing,Budget
8735,8/27/2024,267,19.87,Yes,Holiday,,Decreasing,Premium
1893,5/10/2024,280,11.58,No,Holiday,Competitor Pricing,Stable,Budget
4936,3/28/2024,324,8.42,No,Holiday,Economic Indicator,Increasing,Regular
8603,4/30/2024,278,20.45,Yes,Festival,Weather,Decreasing,Regular
5093,8/22/2024,85,86.94,No,Festival,Competitor Pricing,Decreasing,Budget
9742,12/21/2024,141,83.23,Yes,,Economic Indicator,Decreasing,Premium
7112,3/26/2024,126,66.67,No,Festival,Weather,Decreasing,Budget
9477,5/19/2024,358,15.22,Yes,,Competitor Pricing,Increasing,Regular
3211,2/20/2024,198,72.81,No,Festival,Weather,Increasing,Budget
9397,12/3/2024,237,72.32,Yes,Festival,Competitor Pricing,Increasing,Regular
2120,5/21/2024,149,92.42,No,Holiday,Competitor Pricing,Increasing,Premium
2113,7/13/2024,247,48.35,Yes,,Economic Indicator,Stable,Premium
8229,5/30/2024,219,87.52,Yes,,Competitor Pricing,Increasing,Regular
9592,9/18/2024,287,10.35,No,Festival,Economic Indicator,Stable,Budget
4244,6/8/2024,209,50.02,Yes,Holiday,,Decreasing,Budget
6297,8/27/2024,202,68.46,No,Holiday,Competitor Pricing,Increasing,Premium
9315,7/28/2024,227,16.5,No,Holiday,,Decreasing,Premium
6232,11/16/2024,322,16.41,Yes,Holiday,Competitor Pricing,Stable,Budget
2840,10/9/2024,205,64.9,No,Holiday,Weather,Increasing,Premium
4860,8/15/2024,307,17.02,No,Festival,Competitor Pricing,Increasing,Regular
6275,11/6/2024,211,51.93,Yes,Festival,Competitor Pricing,Decreasing,Premium
9932,4/25/2024,286,8.0,No,Holiday,Weather,Stable,Budget
7636,7/31/2024,274,18.43,Yes,Festival,Competitor Pricing,Decreasing,Premium
5948,7/12/2024,178,88.21,Yes,Holiday,Weather,Stable,Premium
9575,5/6/2024,271,32.47,Yes,Holiday,Economic Indicator,Stable,Regular
2742,4/27/2024,250,26.3,No,Holiday,Economic Indicator,Stable,Budget
9768,9/22/2024,239,48.69,No,Holiday,Weather,Increasing,Budget
3556,2/19/2024,161,69.65,Yes,,,Decreasing,Budget
8191,9/12/2024,291,30.41,Yes,Festival,Economic Indicator,Stable,Budget
2400,12/20/2024,121,72.81,No,,Economic Indicator,Decreasing,Premium
3171,11/29/2024,264,62.65,Yes,,Weather,Increasing,Budget
5472,6/24/2024,271,36.7,No,Holiday,Weather,Increasing,Regular
6828,1/27/2024,117,75.41,No,Holiday,Weather,Decreasing,Premium
5304,5/7/2024,212,51.84,Yes,Festival,Competitor Pricing,Decreasing,Budget
4135,11/16/2024,355,21.52,Yes,Holiday,Competitor Pricing,Increasing,Regular
5713,11/1/2024,295,28.96,Yes,,,Stable,Regular
6309,11/10/2024,290,9.97,Yes,,Competitor Pricing,Decreasing,Premium
7381,11/16/2024,291,45.41,Yes,,Competitor Pricing,Increasing,Premium
1834,10/4/2024,149,54.61,No,Holiday,Weather,Decreasing,Premium
9057,4/27/2024,252,66.79,Yes,,Weather,Increasing,Budget
9439,3/5/2024,183,43.5,No,Festival,Competitor Pricing,Decreasing,Regular
7657,7/7/2024,123,87.67,No,Holiday,Competitor Pricing,Stable,Premium
9280,7/20/2024,294,48.11,Yes,Festival,Weather,Increasing,Budget
5734,4/8/2024,143,99.38,No,Holiday,Weather,Increasing,Premium
4353,4/15/2024,170,64.8,No,,Weather,Stable,Budget
3095,2/8/2024,293,32.24,Yes,Holiday,Competitor Pricing,Stable,Budget
4216,7/27/2024,103,96.83,No,Festival,Competitor Pricing,Stable,Premium
1620,11/3/2024,107,76.54,No,Holiday,,Decreasing,Budget
7570,1/31/2024,262,41.65,Yes,,Competitor Pricing,Stable,Budget
3831,2/11/2024,277,8.01,No,Holiday,Competitor Pricing,Stable,Budget
7891,10/18/2024,74,91.13,No,Holiday,Economic Indicator,Decreasing,Premium
5472,2/14/2024,188,60.53,Yes,,Weather,Decreasing,Budget
8414,8/8/2024,143,57.35,No,Holiday,Weather,Decreasing,Budget
5999,1/22/2024,147,99.39,Yes,,Economic Indicator,Stable,Regular
2112,3/12/2024,330,26.02,Yes,Festival,Competitor Pricing,Increasing,Budget
5946,10/27/2024,299,20.18,No,,Competitor Pricing,Increasing,Regular
9735,1/17/2024,123,64.63,No,,Competitor Pricing,Decreasing,Regular
1924,8/4/2024,175,69.03,Yes,Festival,Weather,Decreasing,Premium
4904,5/6/2024,232,59.14,Yes,,Competitor Pricing,Stable,Regular
1117,11/9/2024,143,94.63,No,,Weather,Increasing,Budget
2195,9/21/2024,245,31.62,Yes,Festival,,Decreasing,Premium
